EnglishDayNameOfWeek,EnglishMonthName,FrenchDayNameOfWeek,FrenchMonthName,SpanishDayNameOfWeek,SpanishMonthName,Sum of CalendarQuarter,Sum of CalendarSemester,Sum of CalendarYear,DateKey,Sum of DayNumberOfMonth,Sum of DayNumberOfWeek,Sum of DayNumberOfYear,Sum of FiscalQuarter,Sum of FiscalYear,Năm,Quý,Tháng,Ngày,Sum of MonthNumberOfYear,Sum of FiscalSemester,Sum of WeekNumberOfYear
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2007,20070105,5,6,5,3,2007,2007,Qtr 1,Tháng Giêng,5,1,2,1
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2007,20070112,12,6,12,3,2007,2007,Qtr 1,Tháng Giêng,12,1,2,2
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2007,20070119,19,6,19,3,2007,2007,Qtr 1,Tháng Giêng,19,1,2,3
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2007,20070126,26,6,26,3,2007,2007,Qtr 1,Tháng Giêng,26,1,2,4
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2008,20080104,4,6,4,3,2008,2008,Qtr 1,Tháng Giêng,4,1,2,1
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2008,20080111,11,6,11,3,2008,2008,Qtr 1,Tháng Giêng,11,1,2,2
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2008,20080118,18,6,18,3,2008,2008,Qtr 1,Tháng Giêng,18,1,2,3
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2008,20080125,25,6,25,3,2008,2008,Qtr 1,Tháng Giêng,25,1,2,4
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2009,20090102,2,6,2,3,2009,2009,Qtr 1,Tháng Giêng,2,1,2,1
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2009,20090109,9,6,9,3,2009,2009,Qtr 1,Tháng Giêng,9,1,2,2
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2009,20090116,16,6,16,3,2009,2009,Qtr 1,Tháng Giêng,16,1,2,3
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2009,20090123,23,6,23,3,2009,2009,Qtr 1,Tháng Giêng,23,1,2,4
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2009,20090130,30,6,30,3,2009,2009,Qtr 1,Tháng Giêng,30,1,2,5
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2010,20100101,1,6,1,3,2010,2010,Qtr 1,Tháng Giêng,1,1,2,1
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2010,20100108,8,6,8,3,2010,2010,Qtr 1,Tháng Giêng,8,1,2,2
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2010,20100115,15,6,15,3,2010,2010,Qtr 1,Tháng Giêng,15,1,2,3
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2010,20100122,22,6,22,3,2010,2010,Qtr 1,Tháng Giêng,22,1,2,4
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2010,20100129,29,6,29,3,2010,2010,Qtr 1,Tháng Giêng,29,1,2,5
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2011,20110107,7,6,7,3,2010,2011,Qtr 1,Tháng Giêng,7,1,2,2
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2011,20110114,14,6,14,3,2010,2011,Qtr 1,Tháng Giêng,14,1,2,3
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2011,20110121,21,6,21,3,2010,2011,Qtr 1,Tháng Giêng,21,1,2,4
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2011,20110128,28,6,28,3,2010,2011,Qtr 1,Tháng Giêng,28,1,2,5
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2012,20120106,6,6,6,3,2011,2012,Qtr 1,Tháng Giêng,6,1,2,1
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2012,20120113,13,6,13,3,2011,2012,Qtr 1,Tháng Giêng,13,1,2,2
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2012,20120120,20,6,20,3,2011,2012,Qtr 1,Tháng Giêng,20,1,2,3
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2012,20120127,27,6,27,3,2011,2012,Qtr 1,Tháng Giêng,27,1,2,4
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2013,20130104,4,6,4,3,2012,2013,Qtr 1,Tháng Giêng,4,1,2,1
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2013,20130111,11,6,11,3,2012,2013,Qtr 1,Tháng Giêng,11,1,2,2
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2013,20130118,18,6,18,3,2012,2013,Qtr 1,Tháng Giêng,18,1,2,3
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2013,20130125,25,6,25,3,2012,2013,Qtr 1,Tháng Giêng,25,1,2,4
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2014,20140103,3,6,3,3,2013,2014,Qtr 1,Tháng Giêng,3,1,2,1
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2014,20140110,10,6,10,3,2013,2014,Qtr 1,Tháng Giêng,10,1,2,2
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2014,20140117,17,6,17,3,2013,2014,Qtr 1,Tháng Giêng,17,1,2,3
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2014,20140124,24,6,24,3,2013,2014,Qtr 1,Tháng Giêng,24,1,2,4
Friday,January,Vendredi,Janvier,Viernes,Enero,1,1,2014,20140131,31,6,31,3,2013,2014,Qtr 1,Tháng Giêng,31,1,2,5
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2005,20050701,1,6,182,1,2006,2005,Qtr 3,Tháng Bảy,1,7,1,27
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2005,20050708,8,6,189,1,2006,2005,Qtr 3,Tháng Bảy,8,7,1,28
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2005,20050715,15,6,196,1,2006,2005,Qtr 3,Tháng Bảy,15,7,1,29
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2005,20050722,22,6,203,1,2006,2005,Qtr 3,Tháng Bảy,22,7,1,30
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2005,20050729,29,6,210,1,2006,2005,Qtr 3,Tháng Bảy,29,7,1,31
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2006,20060707,7,6,188,1,2007,2006,Qtr 3,Tháng Bảy,7,7,1,27
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2006,20060714,14,6,195,1,2007,2006,Qtr 3,Tháng Bảy,14,7,1,28
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2006,20060721,21,6,202,1,2007,2006,Qtr 3,Tháng Bảy,21,7,1,29
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2006,20060728,28,6,209,1,2007,2006,Qtr 3,Tháng Bảy,28,7,1,30
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2007,20070706,6,6,187,1,2008,2007,Qtr 3,Tháng Bảy,6,7,1,27
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2007,20070713,13,6,194,1,2008,2007,Qtr 3,Tháng Bảy,13,7,1,28
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2007,20070720,20,6,201,1,2008,2007,Qtr 3,Tháng Bảy,20,7,1,29
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2007,20070727,27,6,208,1,2008,2007,Qtr 3,Tháng Bảy,27,7,1,30
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2008,20080704,4,6,186,1,2009,2008,Qtr 3,Tháng Bảy,4,7,1,27
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2008,20080711,11,6,193,1,2009,2008,Qtr 3,Tháng Bảy,11,7,1,28
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2008,20080718,18,6,200,1,2009,2008,Qtr 3,Tháng Bảy,18,7,1,29
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2008,20080725,25,6,207,1,2009,2008,Qtr 3,Tháng Bảy,25,7,1,30
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2009,20090703,3,6,184,1,2010,2009,Qtr 3,Tháng Bảy,3,7,1,27
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2009,20090710,10,6,191,1,2010,2009,Qtr 3,Tháng Bảy,10,7,1,28
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2009,20090717,17,6,198,1,2010,2009,Qtr 3,Tháng Bảy,17,7,1,29
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2009,20090724,24,6,205,1,2010,2009,Qtr 3,Tháng Bảy,24,7,1,30
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2009,20090731,31,6,212,1,2010,2009,Qtr 3,Tháng Bảy,31,7,1,31
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2010,20100702,2,6,183,1,2011,2010,Qtr 3,Tháng Bảy,2,7,1,27
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2010,20100709,9,6,190,1,2011,2010,Qtr 3,Tháng Bảy,9,7,1,28
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2010,20100716,16,6,197,1,2011,2010,Qtr 3,Tháng Bảy,16,7,1,29
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2010,20100723,23,6,204,1,2011,2010,Qtr 3,Tháng Bảy,23,7,1,30
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2010,20100730,30,6,211,1,2011,2010,Qtr 3,Tháng Bảy,30,7,1,31
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2011,20110701,1,6,182,1,2011,2011,Qtr 3,Tháng Bảy,1,7,1,27
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2011,20110708,8,6,189,1,2011,2011,Qtr 3,Tháng Bảy,8,7,1,28
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2011,20110715,15,6,196,1,2011,2011,Qtr 3,Tháng Bảy,15,7,1,29
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2011,20110722,22,6,203,1,2011,2011,Qtr 3,Tháng Bảy,22,7,1,30
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2011,20110729,29,6,210,1,2011,2011,Qtr 3,Tháng Bảy,29,7,1,31
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2012,20120706,6,6,188,1,2012,2012,Qtr 3,Tháng Bảy,6,7,1,27
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2012,20120713,13,6,195,1,2012,2012,Qtr 3,Tháng Bảy,13,7,1,28
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2012,20120720,20,6,202,1,2012,2012,Qtr 3,Tháng Bảy,20,7,1,29
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2012,20120727,27,6,209,1,2012,2012,Qtr 3,Tháng Bảy,27,7,1,30
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2013,20130705,5,6,186,1,2013,2013,Qtr 3,Tháng Bảy,5,7,1,27
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2013,20130712,12,6,193,1,2013,2013,Qtr 3,Tháng Bảy,12,7,1,28
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2013,20130719,19,6,200,1,2013,2013,Qtr 3,Tháng Bảy,19,7,1,29
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2013,20130726,26,6,207,1,2013,2013,Qtr 3,Tháng Bảy,26,7,1,30
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2014,20140704,4,6,185,1,2014,2014,Qtr 3,Tháng Bảy,4,7,1,27
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2014,20140711,11,6,192,1,2014,2014,Qtr 3,Tháng Bảy,11,7,1,28
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2014,20140718,18,6,199,1,2014,2014,Qtr 3,Tháng Bảy,18,7,1,29
Friday,July,Vendredi,Juillet,Viernes,Julio,3,2,2014,20140725,25,6,206,1,2014,2014,Qtr 3,Tháng Bảy,25,7,1,30
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2005,20050603,3,6,154,4,2005,2005,Qtr 2,Tháng Sáu,3,6,2,23
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2005,20050610,10,6,161,4,2005,2005,Qtr 2,Tháng Sáu,10,6,2,24
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2005,20050617,17,6,168,4,2005,2005,Qtr 2,Tháng Sáu,17,6,2,25
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2005,20050624,24,6,175,4,2005,2005,Qtr 2,Tháng Sáu,24,6,2,26
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2006,20060602,2,6,153,4,2006,2006,Qtr 2,Tháng Sáu,2,6,2,22
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2006,20060609,9,6,160,4,2006,2006,Qtr 2,Tháng Sáu,9,6,2,23
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2006,20060616,16,6,167,4,2006,2006,Qtr 2,Tháng Sáu,16,6,2,24
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2006,20060623,23,6,174,4,2006,2006,Qtr 2,Tháng Sáu,23,6,2,25
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2006,20060630,30,6,181,4,2006,2006,Qtr 2,Tháng Sáu,30,6,2,26
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2007,20070601,1,6,152,4,2007,2007,Qtr 2,Tháng Sáu,1,6,2,22
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2007,20070608,8,6,159,4,2007,2007,Qtr 2,Tháng Sáu,8,6,2,23
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2007,20070615,15,6,166,4,2007,2007,Qtr 2,Tháng Sáu,15,6,2,24
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2007,20070622,22,6,173,4,2007,2007,Qtr 2,Tháng Sáu,22,6,2,25
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2007,20070629,29,6,180,4,2007,2007,Qtr 2,Tháng Sáu,29,6,2,26
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2008,20080606,6,6,158,4,2008,2008,Qtr 2,Tháng Sáu,6,6,2,23
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2008,20080613,13,6,165,4,2008,2008,Qtr 2,Tháng Sáu,13,6,2,24
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2008,20080620,20,6,172,4,2008,2008,Qtr 2,Tháng Sáu,20,6,2,25
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2008,20080627,27,6,179,4,2008,2008,Qtr 2,Tháng Sáu,27,6,2,26
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2009,20090605,5,6,156,4,2009,2009,Qtr 2,Tháng Sáu,5,6,2,23
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2009,20090612,12,6,163,4,2009,2009,Qtr 2,Tháng Sáu,12,6,2,24
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2009,20090619,19,6,170,4,2009,2009,Qtr 2,Tháng Sáu,19,6,2,25
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2009,20090626,26,6,177,4,2009,2009,Qtr 2,Tháng Sáu,26,6,2,26
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2010,20100604,4,6,155,4,2010,2010,Qtr 2,Tháng Sáu,4,6,2,23
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2010,20100611,11,6,162,4,2010,2010,Qtr 2,Tháng Sáu,11,6,2,24
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2010,20100618,18,6,169,4,2010,2010,Qtr 2,Tháng Sáu,18,6,2,25
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2010,20100625,25,6,176,4,2010,2010,Qtr 2,Tháng Sáu,25,6,2,26
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2011,20110603,3,6,154,4,2010,2011,Qtr 2,Tháng Sáu,3,6,2,23
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2011,20110610,10,6,161,4,2010,2011,Qtr 2,Tháng Sáu,10,6,2,24
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2011,20110617,17,6,168,4,2010,2011,Qtr 2,Tháng Sáu,17,6,2,25
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2011,20110624,24,6,175,4,2010,2011,Qtr 2,Tháng Sáu,24,6,2,26
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2012,20120601,1,6,153,4,2011,2012,Qtr 2,Tháng Sáu,1,6,2,22
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2012,20120608,8,6,160,4,2011,2012,Qtr 2,Tháng Sáu,8,6,2,23
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2012,20120615,15,6,167,4,2011,2012,Qtr 2,Tháng Sáu,15,6,2,24
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2012,20120622,22,6,174,4,2011,2012,Qtr 2,Tháng Sáu,22,6,2,25
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2012,20120629,29,6,181,4,2011,2012,Qtr 2,Tháng Sáu,29,6,2,26
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2013,20130607,7,6,158,4,2012,2013,Qtr 2,Tháng Sáu,7,6,2,23
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2013,20130614,14,6,165,4,2012,2013,Qtr 2,Tháng Sáu,14,6,2,24
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2013,20130621,21,6,172,4,2012,2013,Qtr 2,Tháng Sáu,21,6,2,25
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2013,20130628,28,6,179,4,2012,2013,Qtr 2,Tháng Sáu,28,6,2,26
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2014,20140606,6,6,157,4,2013,2014,Qtr 2,Tháng Sáu,6,6,2,23
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2014,20140613,13,6,164,4,2013,2014,Qtr 2,Tháng Sáu,13,6,2,24
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2014,20140620,20,6,171,4,2013,2014,Qtr 2,Tháng Sáu,20,6,2,25
Friday,June,Vendredi,Juin,Viernes,Junio,2,1,2014,20140627,27,6,178,4,2013,2014,Qtr 2,Tháng Sáu,27,6,2,26
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2005,20050304,4,6,63,3,2005,2005,Qtr 1,Tháng Ba,4,3,2,10
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2005,20050311,11,6,70,3,2005,2005,Qtr 1,Tháng Ba,11,3,2,11
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2005,20050318,18,6,77,3,2005,2005,Qtr 1,Tháng Ba,18,3,2,12
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2005,20050325,25,6,84,3,2005,2005,Qtr 1,Tháng Ba,25,3,2,13
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2006,20060303,3,6,62,3,2006,2006,Qtr 1,Tháng Ba,3,3,2,9
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2006,20060310,10,6,69,3,2006,2006,Qtr 1,Tháng Ba,10,3,2,10
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2006,20060317,17,6,76,3,2006,2006,Qtr 1,Tháng Ba,17,3,2,11
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2006,20060324,24,6,83,3,2006,2006,Qtr 1,Tháng Ba,24,3,2,12
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2006,20060331,31,6,90,3,2006,2006,Qtr 1,Tháng Ba,31,3,2,13
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2007,20070302,2,6,61,3,2007,2007,Qtr 1,Tháng Ba,2,3,2,9
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2007,20070309,9,6,68,3,2007,2007,Qtr 1,Tháng Ba,9,3,2,10
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2007,20070316,16,6,75,3,2007,2007,Qtr 1,Tháng Ba,16,3,2,11
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2007,20070323,23,6,82,3,2007,2007,Qtr 1,Tháng Ba,23,3,2,12
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2007,20070330,30,6,89,3,2007,2007,Qtr 1,Tháng Ba,30,3,2,13
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2008,20080307,7,6,67,3,2008,2008,Qtr 1,Tháng Ba,7,3,2,10
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2008,20080314,14,6,74,3,2008,2008,Qtr 1,Tháng Ba,14,3,2,11
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2008,20080321,21,6,81,3,2008,2008,Qtr 1,Tháng Ba,21,3,2,12
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2008,20080328,28,6,88,3,2008,2008,Qtr 1,Tháng Ba,28,3,2,13
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2009,20090306,6,6,65,3,2009,2009,Qtr 1,Tháng Ba,6,3,2,10
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2009,20090313,13,6,72,3,2009,2009,Qtr 1,Tháng Ba,13,3,2,11
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2009,20090320,20,6,79,3,2009,2009,Qtr 1,Tháng Ba,20,3,2,12
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2009,20090327,27,6,86,3,2009,2009,Qtr 1,Tháng Ba,27,3,2,13
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2010,20100305,5,6,64,3,2010,2010,Qtr 1,Tháng Ba,5,3,2,10
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2010,20100312,12,6,71,3,2010,2010,Qtr 1,Tháng Ba,12,3,2,11
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2010,20100319,19,6,78,3,2010,2010,Qtr 1,Tháng Ba,19,3,2,12
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2010,20100326,26,6,85,3,2010,2010,Qtr 1,Tháng Ba,26,3,2,13
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2011,20110304,4,6,63,3,2010,2011,Qtr 1,Tháng Ba,4,3,2,10
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2011,20110311,11,6,70,3,2010,2011,Qtr 1,Tháng Ba,11,3,2,11
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2011,20110318,18,6,77,3,2010,2011,Qtr 1,Tháng Ba,18,3,2,12
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2011,20110325,25,6,84,3,2010,2011,Qtr 1,Tháng Ba,25,3,2,13
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2012,20120302,2,6,62,3,2011,2012,Qtr 1,Tháng Ba,2,3,2,9
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2012,20120309,9,6,69,3,2011,2012,Qtr 1,Tháng Ba,9,3,2,10
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2012,20120316,16,6,76,3,2011,2012,Qtr 1,Tháng Ba,16,3,2,11
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2012,20120323,23,6,83,3,2011,2012,Qtr 1,Tháng Ba,23,3,2,12
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2012,20120330,30,6,90,3,2011,2012,Qtr 1,Tháng Ba,30,3,2,13
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2013,20130301,1,6,60,3,2012,2013,Qtr 1,Tháng Ba,1,3,2,9
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2013,20130308,8,6,67,3,2012,2013,Qtr 1,Tháng Ba,8,3,2,10
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2013,20130315,15,6,74,3,2012,2013,Qtr 1,Tháng Ba,15,3,2,11
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2013,20130322,22,6,81,3,2012,2013,Qtr 1,Tháng Ba,22,3,2,12
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2013,20130329,29,6,88,3,2012,2013,Qtr 1,Tháng Ba,29,3,2,13
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2014,20140307,7,6,66,3,2013,2014,Qtr 1,Tháng Ba,7,3,2,10
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2014,20140314,14,6,73,3,2013,2014,Qtr 1,Tháng Ba,14,3,2,11
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2014,20140321,21,6,80,3,2013,2014,Qtr 1,Tháng Ba,21,3,2,12
Friday,March,Vendredi,Mars,Viernes,Marzo,1,1,2014,20140328,28,6,87,3,2013,2014,Qtr 1,Tháng Ba,28,3,2,13
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2005,20050506,6,6,126,4,2005,2005,Qtr 2,Tháng Năm,6,5,2,19
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2005,20050513,13,6,133,4,2005,2005,Qtr 2,Tháng Năm,13,5,2,20
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2005,20050520,20,6,140,4,2005,2005,Qtr 2,Tháng Năm,20,5,2,21
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2005,20050527,27,6,147,4,2005,2005,Qtr 2,Tháng Năm,27,5,2,22
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2006,20060505,5,6,125,4,2006,2006,Qtr 2,Tháng Năm,5,5,2,18
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2006,20060512,12,6,132,4,2006,2006,Qtr 2,Tháng Năm,12,5,2,19
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2006,20060519,19,6,139,4,2006,2006,Qtr 2,Tháng Năm,19,5,2,20
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2006,20060526,26,6,146,4,2006,2006,Qtr 2,Tháng Năm,26,5,2,21
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2007,20070504,4,6,124,4,2007,2007,Qtr 2,Tháng Năm,4,5,2,18
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2007,20070511,11,6,131,4,2007,2007,Qtr 2,Tháng Năm,11,5,2,19
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2007,20070518,18,6,138,4,2007,2007,Qtr 2,Tháng Năm,18,5,2,20
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2007,20070525,25,6,145,4,2007,2007,Qtr 2,Tháng Năm,25,5,2,21
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2008,20080502,2,6,123,4,2008,2008,Qtr 2,Tháng Năm,2,5,2,18
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2008,20080509,9,6,130,4,2008,2008,Qtr 2,Tháng Năm,9,5,2,19
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2008,20080516,16,6,137,4,2008,2008,Qtr 2,Tháng Năm,16,5,2,20
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2008,20080523,23,6,144,4,2008,2008,Qtr 2,Tháng Năm,23,5,2,21
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2008,20080530,30,6,151,4,2008,2008,Qtr 2,Tháng Năm,30,5,2,22
Friday,May,Vendredi,Mai,Viernes,Mayo,2,1,2009,20090501,1,6,121,4,2009,2009,Qtr 2,Tháng Năm,1,5,2,18
