SalesOrderNumber,Sum of SalesOrderLineNumber,Sum of TaxAmt,Sum of UnitPrice,CurrencyKey,Sum of TotalProductCost,CarrierTrackingNumber,Count of CustomerKey,CustomerPONumber,Sum of DiscountAmount,Năm,Quý,Tháng,Ngày,Count of DueDateKey,Sum of ExtendedAmount,Sum of Freight,Năm,Quý,Tháng,Ngày,Count of OrderDateKey,Sum of OrderQuantity,Count of ProductKey,Sum of ProductStandardCost,Count of PromotionKey,Sum of RevisionNumber,Sum of SalesAmount,Count of SalesTerritoryKey,Năm,Quý,Tháng,Ngày,Count of ShipDateKey,Sum of UnitPriceDiscountPct
SO43792,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Giêng,31,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,19,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,26,1,0
SO43793,1,$271.9992,$3399.99,6,$1912.1544,,1,,0,2011,Qtr 1,Tháng Giêng,31,1,$3399.99,$84.9998,2011,Qtr 1,Tháng Giêng,19,1,1,1,$1912.1544,1,1,$3399.99,1,2011,Qtr 1,Tháng Giêng,26,1,0
SO43794,1,$271.9992,$3399.99,6,$1912.1544,,1,,0,2011,Qtr 1,Tháng Giêng,31,1,$3399.99,$84.9998,2011,Qtr 1,Tháng Giêng,19,1,1,1,$1912.1544,1,1,$3399.99,1,2011,Qtr 1,Tháng Giêng,26,1,0
SO43795,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,1,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,20,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,27,1,0
SO43796,1,$55.9279,$699.0982,39,$413.1463,,1,,0,2011,Qtr 1,Tháng Hai,1,1,$699.0982,$17.4775,2011,Qtr 1,Tháng Giêng,20,1,1,1,$413.1463,1,1,$699.0982,1,2011,Qtr 1,Tháng Giêng,27,1,0
SO43797,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,1,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,20,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,27,1,0
SO43798,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,1,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,20,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,27,1,0
SO43799,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,1,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,20,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,27,1,0
SO43800,1,$286.2616,$3578.27,19,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,2,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,21,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,28,1,0
SO43801,1,$286.2616,$3578.27,98,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,2,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,21,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,28,1,0
SO43802,1,$286.2616,$3578.27,39,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,2,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,21,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,28,1,0
SO43803,1,$286.2616,$3578.27,19,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,3,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,22,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,29,1,0
SO43804,1,$286.2616,$3578.27,98,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,3,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,22,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,29,1,0
SO43805,1,$55.9279,$699.0982,100,$413.1463,,1,,0,2011,Qtr 1,Tháng Hai,3,1,$699.0982,$17.4775,2011,Qtr 1,Tháng Giêng,22,1,1,1,$413.1463,1,1,$699.0982,1,2011,Qtr 1,Tháng Giêng,29,1,0
SO43806,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,3,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,22,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,29,1,0
SO43807,1,$286.2616,$3578.27,39,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,4,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,23,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,30,1,0
SO43808,1,$286.2616,$3578.27,29,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,4,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,23,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,30,1,0
SO43809,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,4,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,23,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,30,1,0
SO43810,1,$271.9992,$3399.99,6,$1912.1544,,1,,0,2011,Qtr 1,Tháng Hai,4,1,$3399.99,$84.9998,2011,Qtr 1,Tháng Giêng,23,1,1,1,$1912.1544,1,1,$3399.99,1,2011,Qtr 1,Tháng Giêng,30,1,0
SO43811,1,$271.9992,$3399.99,6,$1912.1544,,1,,0,2011,Qtr 1,Tháng Hai,4,1,$3399.99,$84.9998,2011,Qtr 1,Tháng Giêng,23,1,1,1,$1912.1544,1,1,$3399.99,1,2011,Qtr 1,Tháng Giêng,30,1,0
SO43812,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,5,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,24,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,31,1,0
SO43813,1,$269.9992,$3374.99,39,$1898.0944,,1,,0,2011,Qtr 1,Tháng Hai,5,1,$3374.99,$84.3748,2011,Qtr 1,Tháng Giêng,24,1,1,1,$1898.0944,1,1,$3374.99,1,2011,Qtr 1,Tháng Giêng,31,1,0
SO43814,1,$269.9992,$3374.99,100,$1898.0944,,1,,0,2011,Qtr 1,Tháng Hai,5,1,$3374.99,$84.3748,2011,Qtr 1,Tháng Giêng,24,1,1,1,$1898.0944,1,1,$3374.99,1,2011,Qtr 1,Tháng Giêng,31,1,0
SO43815,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,5,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,24,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,31,1,0
SO43816,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,5,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,24,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,31,1,0
SO43817,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,5,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,24,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,31,1,0
SO43818,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,5,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,24,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Giêng,31,1,0
SO43819,1,$271.9992,$3399.99,6,$1912.1544,,1,,0,2011,Qtr 1,Tháng Hai,5,1,$3399.99,$84.9998,2011,Qtr 1,Tháng Giêng,24,1,1,1,$1912.1544,1,1,$3399.99,1,2011,Qtr 1,Tháng Giêng,31,1,0
SO43820,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,6,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,25,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,1,1,0
SO43821,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,6,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,25,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,1,1,0
SO43822,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,6,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,25,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,1,1,0
SO43823,1,$55.9279,$699.0982,98,$413.1463,,1,,0,2011,Qtr 1,Tháng Hai,6,1,$699.0982,$17.4775,2011,Qtr 1,Tháng Giêng,25,1,1,1,$413.1463,1,1,$699.0982,1,2011,Qtr 1,Tháng Hai,1,1,0
SO43824,1,$55.9279,$699.0982,100,$413.1463,,1,,0,2011,Qtr 1,Tháng Hai,6,1,$699.0982,$17.4775,2011,Qtr 1,Tháng Giêng,25,1,1,1,$413.1463,1,1,$699.0982,1,2011,Qtr 1,Tháng Hai,1,1,0
SO43825,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,6,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,25,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,1,1,0
SO43826,1,$269.9992,$3374.99,6,$1898.0944,,1,,0,2011,Qtr 1,Tháng Hai,6,1,$3374.99,$84.3748,2011,Qtr 1,Tháng Giêng,25,1,1,1,$1898.0944,1,1,$3374.99,1,2011,Qtr 1,Tháng Hai,1,1,0
SO43827,1,$55.9279,$699.0982,6,$413.1463,,1,,0,2011,Qtr 1,Tháng Hai,6,1,$699.0982,$17.4775,2011,Qtr 1,Tháng Giêng,25,1,1,1,$413.1463,1,1,$699.0982,1,2011,Qtr 1,Tháng Hai,1,1,0
SO43828,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,7,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,26,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,2,1,0
SO43829,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,7,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,26,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,2,1,0
SO43830,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,7,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,26,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,2,1,0
SO43831,1,$269.9992,$3374.99,6,$1898.0944,,1,,0,2011,Qtr 1,Tháng Hai,7,1,$3374.99,$84.3748,2011,Qtr 1,Tháng Giêng,26,1,1,1,$1898.0944,1,1,$3374.99,1,2011,Qtr 1,Tháng Hai,2,1,0
SO43832,1,$286.2616,$3578.27,98,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,7,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,26,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,2,1,0
SO43833,1,$286.2616,$3578.27,19,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,8,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,27,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,3,1,0
SO43834,1,$269.9992,$3374.99,39,$1898.0944,,1,,0,2011,Qtr 1,Tháng Hai,8,1,$3374.99,$84.3748,2011,Qtr 1,Tháng Giêng,27,1,1,1,$1898.0944,1,1,$3374.99,1,2011,Qtr 1,Tháng Hai,3,1,0
SO43835,1,$269.9992,$3374.99,19,$1898.0944,,1,,0,2011,Qtr 1,Tháng Hai,8,1,$3374.99,$84.3748,2011,Qtr 1,Tháng Giêng,27,1,1,1,$1898.0944,1,1,$3374.99,1,2011,Qtr 1,Tháng Hai,3,1,0
SO43836,1,$55.9279,$699.0982,19,$413.1463,,1,,0,2011,Qtr 1,Tháng Hai,8,1,$699.0982,$17.4775,2011,Qtr 1,Tháng Giêng,27,1,1,1,$413.1463,1,1,$699.0982,1,2011,Qtr 1,Tháng Hai,3,1,0
SO43837,1,$269.9992,$3374.99,6,$1898.0944,,1,,0,2011,Qtr 1,Tháng Hai,8,1,$3374.99,$84.3748,2011,Qtr 1,Tháng Giêng,27,1,1,1,$1898.0944,1,1,$3374.99,1,2011,Qtr 1,Tháng Hai,3,1,0
SO43838,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,9,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,28,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,4,1,0
SO43839,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,9,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,28,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,4,1,0
SO43840,1,$55.9279,$699.0982,39,$413.1463,,1,,0,2011,Qtr 1,Tháng Hai,9,1,$699.0982,$17.4775,2011,Qtr 1,Tháng Giêng,28,1,1,1,$413.1463,1,1,$699.0982,1,2011,Qtr 1,Tháng Hai,4,1,0
SO43841,1,$286.2616,$3578.27,29,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,9,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,28,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,4,1,0
SO43842,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,9,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,28,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,4,1,0
SO43918,1,$286.2616,$3578.27,19,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,10,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,29,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,5,1,0
SO43919,1,$286.2616,$3578.27,39,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,10,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,29,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,5,1,0
SO43920,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,10,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,29,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,5,1,0
SO43921,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,10,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,29,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,5,1,0
SO43922,1,$286.2616,$3578.27,29,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,10,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,29,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,5,1,0
SO43923,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,11,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,30,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,6,1,0
SO43924,1,$286.2616,$3578.27,39,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,11,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,30,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,6,1,0
SO43925,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,11,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,30,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,6,1,0
SO43926,1,$269.9992,$3374.99,6,$1898.0944,,1,,0,2011,Qtr 1,Tháng Hai,12,1,$3374.99,$84.3748,2011,Qtr 1,Tháng Giêng,31,1,1,1,$1898.0944,1,1,$3374.99,1,2011,Qtr 1,Tháng Hai,7,1,0
SO43927,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,12,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,31,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,7,1,0
SO43928,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,12,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Giêng,31,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,7,1,0
SO43929,1,$55.9279,$699.0982,6,$413.1463,,1,,0,2011,Qtr 1,Tháng Hai,12,1,$699.0982,$17.4775,2011,Qtr 1,Tháng Giêng,31,1,1,1,$413.1463,1,1,$699.0982,1,2011,Qtr 1,Tháng Hai,7,1,0
SO43930,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,13,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,1,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,8,1,0
SO43931,1,$286.2616,$3578.27,29,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,13,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,1,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,8,1,0
SO43932,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,13,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,1,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,8,1,0
SO43933,1,$271.9992,$3399.99,6,$1912.1544,,1,,0,2011,Qtr 1,Tháng Hai,13,1,$3399.99,$84.9998,2011,Qtr 1,Tháng Hai,1,1,1,1,$1912.1544,1,1,$3399.99,1,2011,Qtr 1,Tháng Hai,8,1,0
SO43934,1,$271.9992,$3399.99,6,$1912.1544,,1,,0,2011,Qtr 1,Tháng Hai,13,1,$3399.99,$84.9998,2011,Qtr 1,Tháng Hai,1,1,1,1,$1912.1544,1,1,$3399.99,1,2011,Qtr 1,Tháng Hai,8,1,0
SO43935,1,$55.9279,$699.0982,98,$413.1463,,1,,0,2011,Qtr 1,Tháng Hai,14,1,$699.0982,$17.4775,2011,Qtr 1,Tháng Hai,2,1,1,1,$413.1463,1,1,$699.0982,1,2011,Qtr 1,Tháng Hai,9,1,0
SO43936,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,14,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,2,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,9,1,0
SO43937,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,14,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,2,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,9,1,0
SO43938,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,14,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,2,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,9,1,0
SO43939,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,14,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,2,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,9,1,0
SO43940,1,$55.9279,$699.0982,6,$413.1463,,1,,0,2011,Qtr 1,Tháng Hai,14,1,$699.0982,$17.4775,2011,Qtr 1,Tháng Hai,2,1,1,1,$413.1463,1,1,$699.0982,1,2011,Qtr 1,Tháng Hai,9,1,0
SO43941,1,$286.2616,$3578.27,98,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,15,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,3,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,10,1,0
SO43942,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,15,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,3,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,10,1,0
SO43943,1,$55.9279,$699.0982,100,$413.1463,,1,,0,2011,Qtr 1,Tháng Hai,15,1,$699.0982,$17.4775,2011,Qtr 1,Tháng Hai,3,1,1,1,$413.1463,1,1,$699.0982,1,2011,Qtr 1,Tháng Hai,10,1,0
SO43944,1,$271.9992,$3399.99,6,$1912.1544,,1,,0,2011,Qtr 1,Tháng Hai,15,1,$3399.99,$84.9998,2011,Qtr 1,Tháng Hai,3,1,1,1,$1912.1544,1,1,$3399.99,1,2011,Qtr 1,Tháng Hai,10,1,0
SO43945,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,15,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,3,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,10,1,0
SO43946,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,15,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,3,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,10,1,0
SO43947,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,15,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,3,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,10,1,0
SO43948,1,$271.9992,$3399.99,6,$1912.1544,,1,,0,2011,Qtr 1,Tháng Hai,15,1,$3399.99,$84.9998,2011,Qtr 1,Tháng Hai,3,1,1,1,$1912.1544,1,1,$3399.99,1,2011,Qtr 1,Tháng Hai,10,1,0
SO43949,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,16,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,4,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,11,1,0
SO43950,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,16,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,4,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,11,1,0
SO43951,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,16,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,4,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,11,1,0
SO43952,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,16,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,4,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,11,1,0
SO43953,1,$55.9279,$699.0982,98,$413.1463,,1,,0,2011,Qtr 1,Tháng Hai,17,1,$699.0982,$17.4775,2011,Qtr 1,Tháng Hai,5,1,1,1,$413.1463,1,1,$699.0982,1,2011,Qtr 1,Tháng Hai,12,1,0
SO43954,1,$286.2616,$3578.27,98,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,17,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,5,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,12,1,0
SO43955,1,$286.2616,$3578.27,98,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,17,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,5,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,12,1,0
SO43956,1,$271.9992,$3399.99,6,$1912.1544,,1,,0,2011,Qtr 1,Tháng Hai,17,1,$3399.99,$84.9998,2011,Qtr 1,Tháng Hai,5,1,1,1,$1912.1544,1,1,$3399.99,1,2011,Qtr 1,Tháng Hai,12,1,0
SO43957,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,18,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,6,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,13,1,0
SO43958,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,18,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,6,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,13,1,0
SO43959,1,$269.9992,$3374.99,6,$1898.0944,,1,,0,2011,Qtr 1,Tháng Hai,18,1,$3374.99,$84.3748,2011,Qtr 1,Tháng Hai,6,1,1,1,$1898.0944,1,1,$3374.99,1,2011,Qtr 1,Tháng Hai,13,1,0
SO43960,1,$269.9992,$3374.99,6,$1898.0944,,1,,0,2011,Qtr 1,Tháng Hai,18,1,$3374.99,$84.3748,2011,Qtr 1,Tháng Hai,6,1,1,1,$1898.0944,1,1,$3374.99,1,2011,Qtr 1,Tháng Hai,13,1,0
SO43961,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,19,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,7,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,14,1,0
SO43962,1,$286.2616,$3578.27,100,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,19,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,7,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,14,1,0
SO43963,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,19,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,7,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,14,1,0
SO43964,1,$286.2616,$3578.27,6,$2171.2942,,1,,0,2011,Qtr 1,Tháng Hai,19,1,$3578.27,$89.4568,2011,Qtr 1,Tháng Hai,7,1,1,1,$2171.2942,1,1,$3578.27,1,2011,Qtr 1,Tháng Hai,14,1,0
SO43965,1,$269.9992,$3374.99,6,$1898.0944,,1,,0,2011,Qtr 1,Tháng Hai,19,1,$3374.99,$84.3748,2011,Qtr 1,Tháng Hai,7,1,1,1,$1898.0944,1,1,$3374.99,1,2011,Qtr 1,Tháng Hai,14,1,0
